plot,plot_surf,crop_2018,crop_2019,crop_2020,rotation,frac_mean,apar_year,rapar
6847258,1.88,ORH,PTR,PTR,ORH_PTR_PTR,0.5441961056776086,958.1344092404424,0.4940307684457255
6847260,3.4,MIE,MIE,BTH,MIE_MIE_BTH,0.17230689072522706,421.8382281653084,0.21750712844714531
6847279,2.86,MLG,MLG,PTR,MLG_MLG_PTR,0.5039698998634381,1034.072588672983,0.5343363232474738
6847290,1.87,MIE,TTH,MIE,MIE_TTH_MIE,0.5019647668002629,1070.7103551156383,0.5366609118419041
6847291,6.9,BTH,MIE,BTH,BTH_MIE_BTH,0.3429364969172469,802.6548220107276,0.4023062508142608
6847293,2.09,MCR,TTH,MIE,MCR_TTH_MIE,0.31686530902043664,665.9312527456472,0.33348207689872283
6847295,1.41,BTH,MIE,BTH,BTH_MIE_BTH,0.3196454606238005,779.8371292584355,0.39086957819774265
6847298,0.91,BTH,BTH,MIE,BTH_BTH_MIE,0.38795587419925676,921.143833504647,0.46238861195795
6847310,8.66,PTR,PTR,PTR,PTR_PTR_PTR,0.6218676745325269,1334.11133318509,0.6691922007205766
6847330,2,BTH,MIS,BTH,BTH_MIS_BTH,0.3151076850076802,773.6378509666238,0.3907303543629407
6847334,1.23,ORH,PTR,PTR,ORH_PTR_PTR,0.5683810449562325,1020.7361319991551,0.5263093056762488
6847343,1.29,TTH,TTH,BTH,TTH_TTH_BTH,0.23917341350731938,605.1325584780063,0.3120168736173583
6847344,4.58,MIE,TTH,ORH,MIE_TTH_ORH,0.2558486884162491,652.7182717375306,0.33655289514201814
6847347,2.84,ORH,TTH,ORH,ORH_TTH_ORH,0.333303011453874,819.8352266299269,0.422721304135126
6847364,1.34,MLG,MLG,PTR,MLG_MLG_PTR,0.5160605522731605,967.4186656971372,0.4998942419825222
6847374,1.06,BTH,BTH,ORH,BTH_BTH_ORH,0.2854879816184672,672.524802477775,0.33713276441960865
6847378,0.39,MIE,BTH,BTH,MIE_BTH_BTH,0.23755929945001256,627.9480918986865,0.3131341753288833
6847382,0.7,BTH,BTH,ORH,BTH_BTH_ORH,0.1837554247573302,476.4082103530592,0.23882065963482896
6847414,1.48,MIS,BTH,MIS,MIS_BTH_MIS,0.31600975820399435,770.2278355897614,0.3913709484755899
6847415,3.32,BTH,MIS,BTH,BTH_MIS_BTH,0.30262730354637213,740.96295955573,0.3765007740139132
6847438,0.51,MLG,PTR,PTR,MLG_PTR_PTR,0.5906757527864377,1195.747203416674,0.6071485031973088
6847451,2.62,MLG,BTH,TTH,MLG_BTH_TTH,0.3583231966549907,888.568547108915,0.45380044568301797
6847459,1.43,BTH,MIE,ORH,BTH_MIE_ORH,0.274601921185709,743.1995723572569,0.37256161471093574
6847460,0.99,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.7077726808569791,1473.4191198883645,0.7347388852237982
6847465,1.27,MIE,BTH,BTH,MIE_BTH_BTH,0.19280963985303107,538.3292991527484,0.2684446426708287
6847467,1.05,MIE,MIE,BTH,MIE_MIE_BTH,0.1727184368035051,471.31220240576556,0.23502572860207116
6847468,0.78,MIE,BTH,ORH,MIE_BTH_ORH,0.22662317477621213,575.4344623593807,0.28846194270127357
6847470,1.07,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.5796785428085175,1294.898125856028,0.645717157207739
6847475,0.89,MIE,BTH,BTH,MIE_BTH_BTH,0.19130148024271532,539.5924406525761,0.2690745239890063
6847547,0.85,BTH,BTH,ORH,BTH_BTH_ORH,0.2643165208445903,644.0107433698473,0.3228388327512707
6847556,1.37,MIE,BTH,ORH,MIE_BTH_ORH,0.20590455949459735,534.1685407184721,0.2680771360141222
6847558,6.38,BTH,MIE,BTH,BTH_MIE_BTH,0.2235615448406986,550.9529063309802,0.2747395623854174
6847559,1.04,BTH,BTH,ORH,BTH_BTH_ORH,0.41566584282786057,967.7981504293444,0.48515157307556944
6847564,1.92,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.7419055158349221,1550.0839787522973,0.7770480656088187
6847565,1.2,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.7245939049914226,1440.2064183441419,0.7181769559136086
6847590,5.03,BTH,MIS,BTH,BTH_MIS_BTH,0.32657403417535086,788.9537249913452,0.40088601500202264
6847634,1.79,PTR,LUZ,LUZ,PTR_LUZ_LUZ,0.7474436071209838,1581.449142309691,0.7886094079916589
6847638,2.98,BTH,MIE,BTH,BTH_MIE_BTH,0.1945220134566215,507.89382287479737,0.2546042137131174
6847640,0.84,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.41810075179730816,969.5435822833672,0.4834750419668384
6847652,6.68,BTH,MIS,BTH,BTH_MIS_BTH,0.3194093103686754,721.208307662561,0.3637748718970133
6847662,0.65,ORH,TRN,BTH,ORH_TRN_BTH,0.3123770853948185,721.8162312922052,0.36350048208091423
6847684,0.28,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.5600106890245531,1154.5412711755416,0.5814171120858708
6847701,0.54,PTR,PTR,PTR,PTR_PTR_PTR,0.7052918203211862,1306.022428162372,0.6572413087643969
6847748,0.89,MIS,BTH,BTH,MIS_BTH_BTH,0.3773322736972826,884.5365404898553,0.4495520800520471
6847753,0.83,BTH,MIS,BTH,BTH_MIS_BTH,0.2947035365232825,709.4743680238333,0.3605794258223568
6847759,0.36,MIS,BTH,MIE,MIS_BTH_MIE,0.196837072518525,427.67529674433064,0.2153736225387386
6847765,0.51,ORH,MIS,ORH,ORH_MIS_ORH,0.2772469420829756,596.8307862614473,0.3005588806701997
6847767,5.65,MIS,BTH,MIE,MIS_BTH_MIE,0.2583374901922635,686.5662526772239,0.34574889426063354
6847769,0.72,TRN,BTH,MIE,TRN_BTH_MIE,0.18188231007055153,450.1810174136178,0.22670731102925484
6847770,1.18,BTH,MIS,BTH,BTH_MIS_BTH,0.287672737091679,745.7320681571126,0.37554429303013503
6847777,0.75,BTH,TRN,BTH,BTH_TRN_BTH,0.17312167293434533,464.26459062581824,0.2349718218410567
6847794,1.02,MLG,BTH,TTH,MLG_BTH_TTH,0.40370913589991253,965.8028863578569,0.4941179101050076
6847841,3.14,BTH,MIS,BTH,BTH_MIS_BTH,0.3010943707999283,743.4865764931486,0.37786560718924167
6847842,8.41,BTH,MIS,MIS,BTH_MIS_MIS,0.24906927236799234,671.0047475212026,0.34102783340742604
6847843,5.83,BTH,BTH,MIS,BTH_BTH_MIS,0.31760366055507633,733.7920994024109,0.3729385384457113
6847849,4.6,BTH,MIS,MIS,BTH_MIS_MIS,0.2523515823671886,682.3336749154395,0.3431098514212135
6847850,3.23,MIS,BTH,MIS,MIS_BTH_MIS,0.16415464884237516,485.13375864493713,0.24544623867304283
6847855,1.58,MIS,BTH,MIS,MIS_BTH_MIS,0.1873630727874132,538.9159531964955,0.27099259413319515
6847866,1.65,MIS,BTH,MIE,MIS_BTH_MIE,0.16118859145829456,485.22052360796,0.24435290673817764
6847882,0.24,PTR,PTR,PTR,PTR_PTR_PTR,0.5807717259567863,1199.522764957635,0.6118798632298804
6847899,1.31,PTR,PTR,PTR,PTR_PTR_PTR,0.6136439609854673,1234.1326302035088,0.6253056361189708
6847935,0.26,BTH,MIS,BTH,BTH_MIS_BTH,0.20162502489268322,553.9606378890177,0.2787733422333961
6847936,1.24,BTH,MIS,BTH,BTH_MIS_BTH,0.2657409920245577,701.1807393151646,0.35258705253797956
6847945,1.12,MIS,BTH,MIS,MIS_BTH_MIS,0.20008933371689744,574.2160104098976,0.2887220712998046
6847946,1.29,BTH,MIS,BTH,BTH_MIS_BTH,0.27533651977536255,747.7638091837059,0.3759837968928044
6847950,3.19,BTH,MIS,BTH,BTH_MIS_BTH,0.2752751218450247,759.9556158148869,0.38243758216662066
6847951,6.41,MIE,BTH,ORH,MIE_BTH_ORH,0.35264403986539244,830.3493486318348,0.42481803543812613
6847965,1.09,BTH,PTR,PTR,BTH_PTR_PTR,0.398093276431607,798.6964868947074,0.40741727580349824
6847986,1.08,PTR,PTR,PTR,PTR_PTR_PTR,0.588295667042261,1212.5860363375486,0.6185434739080476
6847990,0.71,PTR,PTR,PTR,PTR_PTR_PTR,0.5369125584108277,1152.2680143252903,0.5877750848975556
6847991,1.24,PTR,PTR,PTR,PTR_PTR_PTR,0.4990852106810959,1116.0554594770294,0.565478743493926
6847996,1.72,PTR,PTR,PTR,PTR_PTR_PTR,0.545432169550098,1178.0348464023664,0.596882223978208
6848000,1.01,PTR,PTR,PTR,PTR_PTR_PTR,0.38391999803876703,791.1663235225557,0.40086514941639584
6848001,0.81,PTR,PTR,PTR,PTR_PTR_PTR,0.39125602784960345,834.1113050963319,0.4226243496546064
6848025,3.66,TTH,AVH,MIE,TTH_AVH_MIE,0.3140388846023809,667.0166268973913,0.3412547905408829
6848027,3.08,PTR,PTR,PTR,PTR_PTR_PTR,0.6698371217483521,1370.4432578290657,0.6943709874687034
6848031,0.56,BTH,ORH,MIE,BTH_ORH_MIE,0.49868334597257324,976.9469543648795,0.4998193670704797
6848032,2.54,PTR,PTR,TTH,PTR_PTR_TTH,0.5089895860081668,1140.8527938036357,0.5855026555330968
6848037,1.82,PPR,BTH,ORH,PPR_BTH_ORH,0.34645345450470516,717.1211807354734,0.3668889626674338
6848040,2.02,TTH,AVH,MIE,TTH_AVH_MIE,0.2852425297239835,604.2612639316287,0.30874252512583067
6848066,1.55,PTR,ORP,TTH,PTR_ORP_TTH,0.40843458662600596,832.3349251797207,0.4303277114169772
6848074,1.7,PTR,PTR,PTR,PTR_PTR_PTR,0.6097833203907654,1191.5516121078945,0.6037308475142154
6848080,1.48,PTR,PTR,PTR,PTR_PTR_PTR,0.5408296753138205,1088.4723369438186,0.5515030316784684
6848092,0.55,PTR,PTR,PTR,PTR_PTR_PTR,0.5882247769291108,1227.7971201909572,0.6220955839563573
6848154,0.59,MIS,BTH,MIS,MIS_BTH_MIS,0.24085992493439742,688.8078339308802,0.3493026469673733
6848156,3.26,TRN,BTH,BTH,TRN_BTH_BTH,0.2128787805774189,570.7259213322776,0.28942190433081255
6848161,1.61,MIS,BTH,MIS,MIS_BTH_MIS,0.2308097779536063,675.8174809986332,0.34271508445610027
6848162,5.18,TRN,BTH,BTH,TRN_BTH_BTH,0.18318432942129925,482.7890259818765,0.24330717126766926
6848163,5.76,BTH,BTH,TRN,BTH_BTH_TRN,0.2924462721638717,746.3731144492982,0.37849468554183663
6848165,3.53,BTH,MIS,MIS,BTH_MIS_MIS,0.2699983554404551,728.7168832537731,0.3695410006557792
6848166,1.41,BTH,TRN,BTH,BTH_TRN_BTH,0.2752819003375447,670.8388578016985,0.3401903654048983
6848169,4.53,MIS,BTH,MIS,MIS_BTH_MIS,0.2599832513841217,736.9105159535239,0.3736960892731201
6848170,1.73,BTH,TRN,BTH,BTH_TRN_BTH,0.27591111440667937,679.8995328583992,0.3447851415161909
6848172,3.02,BTH,TRN,BTH,BTH_TRN_BTH,0.2949134826679955,730.917596210488,0.36979693037834405
6848176,1.49,CZH,BTH,TRN,CZH_BTH_TRN,0.30679509867960697,716.668113438881,0.36258761565430525
6848177,3.45,BTH,TRN,BTH,BTH_TRN_BTH,0.2764902842431355,671.7558847778331,0.33986493886910585
6848194,0.84,PTR,PTR,PTR,PTR_PTR_PTR,0.7717804686243247,1588.0134090542685,0.800438290298765
6848197,0.89,PTR,PTR,PTR,PTR_PTR_PTR,0.7453865794582326,1488.557718445434,0.750307641213863
6848206,4,BTH,BTH,MIE,BTH_BTH_MIE,0.37702916884401916,889.76869846108,0.4472530893247443
6848210,2.46,MIS,BTH,BTH,MIS_BTH_BTH,0.3542491499983539,873.0841529639468,0.4388663990191867
6848250,2.39,BTH,MIS,BTH,BTH_MIS_BTH,0.24078104735533645,615.34607019474,0.3113252288057677
6848255,3.09,MIS,MIS,BTH,MIS_MIS_BTH,0.3016457072623947,749.0854279704826,0.37898867572872064
6848256,4.59,MIS,MIS,BTH,MIS_MIS_BTH,0.28691326884630436,787.5781384729919,0.3963382502567971
6848257,3.83,BTH,TRN,BTH,BTH_TRN_BTH,0.28478314863563486,716.4410003998472,0.363315754420894
6848260,2.15,MIS,MIS,BTH,MIS_MIS_BTH,0.2803262253134793,775.2245935306163,0.39221339933218025
6848261,0.51,MIS,BTH,MIS,MIS_BTH_MIS,0.3600103609382204,905.3437863723351,0.4591106044636746
6848262,3.09,MIS,MIS,TRN,MIS_MIS_TRN,0.12617419734698393,392.1864282264423,0.19842091372010132
6848292,0.47,PTR,PTR,PTR,PTR_PTR_PTR,0.7467853270390946,1448.721227379306,0.730940111916142
6848303,6.12,TTH,MIE,TTH,TTH_MIE_TTH,0.4349870183246283,867.6556731497658,0.43273500706353624
6848308,3.62,MIE,TTH,MIE,MIE_TTH_MIE,0.5186605089285402,1026.5470677971184,0.5117746609259624
6848309,0.8,TTH,MIE,SOG,TTH_MIE_SOG,0.32458982594141095,686.9148507659063,0.34259224251844866
6848310,1.06,TTH,MIE,TTH,TTH_MIE_TTH,0.3108015487154033,679.2854683712717,0.3386509017980529
6848312,0.76,TTH,MIE,TTH,TTH_MIE_TTH,0.46971137993170514,1020.0223049063069,0.5085218063605764
6848321,1.36,TTH,MIE,TTH,TTH_MIE_TTH,0.3115417193423076,670.0222463099723,0.3340328161025996
6848392,1.32,TTH,TTH,MIE,TTH_TTH_MIE,0.4313760144146447,889.5002170952016,0.44601529610597884
6848395,0.81,MIE,MIE,TTH,MIE_MIE_TTH,0.3514643138973645,796.4582976657065,0.3993619974928168
6848400,0.96,MIE,TTH,MIE,MIE_TTH_MIE,0.4276549554722555,898.583896483604,0.44797991574148976
6848404,3.49,MIE,TTH,MIE,MIE_TTH_MIE,0.4651932994812765,968.2199228638821,0.4826962525826968
6848411,1.42,PTR,PTR,PTR,PTR_PTR_PTR,0.6965665993521065,1379.9381788770409,0.6764160181737366
6848414,2.37,MIE,TTH,MIE,MIE_TTH_MIE,0.47307046057021673,949.1619551072707,0.4731950954584477
6848430,0.6,MIE,MCR,MIE,MIE_MCR_MIE,0.41114711108158897,841.5459218286679,0.4308198201559381
6848487,1.65,MIS,BTH,BTH,MIS_BTH_BTH,0.2594790156529386,752.359595276613,0.3791380924840553
6848488,2.77,MIS,BTH,BTH,MIS_BTH_BTH,0.2827188056384245,787.8018500286031,0.39699857960266904
6848489,2.51,BTH,TRN,BTH,BTH_TRN_BTH,0.25586680549002894,697.9040763349592,0.3500727855614877
6848490,2.93,CZH,BTH,BTH,CZH_BTH_BTH,0.27500425696689235,588.1957590976083,0.29504268100744896
6848491,1.67,TRN,BTH,LUZ,TRN_BTH_LUZ,0.20241344779110426,452.4844030065746,0.22696901382276152
6848492,0.8,BTH,BTH,BTH,BTH_BTH_BTH,0.2363031890892838,599.235647772007,0.3005801220203891
6848494,2.68,BTH,BTH,BTH,BTH_BTH_BTH,0.3529169689255782,842.3725758792643,0.422539033827231
6848495,1.24,TRN,BTH,BTH,TRN_BTH_BTH,0.1889201174963909,492.89839233528517,0.24724092428339184
6848496,1.96,BTH,SRS,LUZ,BTH_SRS_LUZ,0.23837707612098902,463.72332290622705,0.2324617994774841
6848498,0.4,BTH,SRS,LUZ,BTH_SRS_LUZ,0.25579556477448134,515.2549710202169,0.2584549210927364
6848500,0.51,BTH,BTH,LUZ,BTH_BTH_LUZ,0.38246038080042544,867.7847303996884,0.43528591985604126
6848502,7.5,CZH,BTH,BTH,CZH_BTH_BTH,0.3950359919345549,944.8834498375178,0.4739590905567531
6848505,2.41,BTH,LUZ,LUZ,BTH_LUZ_LUZ,0.4986574749424333,1099.6422867574256,0.5512442703099895
6848507,2.75,BTH,BTH,BTH,BTH_BTH_BTH,0.39744170046352134,963.1852104505741,0.48313936122108025
6848508,5.25,BTH,BTH,TRN,BTH_BTH_TRN,0.25725052374013796,663.8424812213988,0.332987289307202
6848511,3.8,CZH,BTH,BTH,CZH_BTH_BTH,0.2558346905980314,615.1580613964335,0.3085668982542192
6848562,0.75,TTH,TTH,TTH,TTH_TTH_TTH,0.25417270272490244,632.5609282106899,0.3192431782866081
6848567,1.44,PTR,TTH,TTH,PTR_TTH_TTH,0.4110335338917092,1003.3942742173124,0.5062541427788393
6848570,3.53,PTR,PTR,PTR,PTR_PTR_PTR,0.8774263500919555,1672.0647830320113,0.8460873140914544
6848573,2.52,TTH,TTH,TTH,TTH_TTH_TTH,0.334587892429748,771.143466427492,0.38706010634775206
6848587,3.31,BTH,BTH,BTH,BTH_BTH_BTH,0.2785036398474868,742.0849143667546,0.3722341535240504
6848590,0.43,BTH,BTH,BTH,BTH_BTH_BTH,0.3265957417815037,832.8877247886828,0.4177813767873799
6848591,2.16,CZH,BTH,BTH,CZH_BTH_BTH,0.2521209140185658,586.7989560185611,0.294342035824434
6848592,1.57,CZH,BTH,BTH,CZH_BTH_BTH,0.2519922606998207,577.866565346206,0.2898612647112611
6848595,1.06,BTH,BTH,LUZ,BTH_BTH_LUZ,0.4601053770567996,976.9475135170645,0.49004261330627863
6848597,5.44,CZH,BTH,BTH,CZH_BTH_BTH,0.26912958493695205,644.4698759376628,0.3232698766637978
6848600,1.15,CZH,BTH,BTH,CZH_BTH_BTH,0.29166704558086093,686.7941266108437,0.34449996949800543
6848602,11.82,BTH,BTH,BTH,BTH_BTH_BTH,0.18256697587423235,463.8145925262603,0.2326521249774236
6848605,8.73,BTH,BTH,BTH,BTH_BTH_BTH,0.37743450713804927,871.503820935204,0.43715143752196534
6848607,1.03,BTH,TRN,BTH,BTH_TRN_BTH,0.28832600771979605,745.4121907962293,0.3739031349320918
6848627,1.7,PFH,BTH,PFH,PFH_BTH_PFH,0.3567346284585227,729.6928249989103,0.36377120552156705
6848628,7.02,BTH,PFH,BTH,BTH_PFH_BTH,0.214804685393395,523.8719664551031,0.2611640545822982
6848629,2.52,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.30916739659064646,710.2934397016187,0.3541000979894577
6848632,1.13,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.4145313182235537,866.7071504140187,0.4320764767568333
6848640,1.25,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.37671049745499535,765.5340466540484,0.38847184557921044
6848646,0.74,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.35892850385616576,694.6373590786201,0.35303874442848515
6848647,0.81,MIS,BTH,MLF,MIS_BTH_MLF,0.2366288804579429,501.59588007977237,0.2549283844288907
6848656,0.62,MIS,MIS,BTH,MIS_MIS_BTH,0.17261625908866793,509.0558424939116,0.2587197954864024
6848674,0.88,PTR,PTR,PTR,PTR_PTR_PTR,0.7116774458533721,1446.2765963755041,0.72592973625875
6848676,0.9,PTR,PTR,PTR,PTR_PTR_PTR,0.7300165757566187,1470.9047344665817,0.7382913397264439
6848678,4.73,TTH,TTH,TTH,TTH_TTH_TTH,0.3041290696698043,795.8972323872483,0.402734725637994
6848713,0.69,SOG,SOG,PFH,SOG_SOG_PFH,0.10873842240440493,244.76198400299296,0.12202033367499841
6848714,1.17,ORH,BTH,CZH,ORH_BTH_CZH,0.3325505396988891,619.9925879460671,0.3090827309860335
6848718,1.05,BTH,LFP,PFH,BTH_LFP_PFH,0.19129620266248856,401.7540762304849,0.20028505095111124
6848719,0.31,PTR,LUZ,LUZ,PTR_LUZ_LUZ,0.4196119909211773,740.8594220383341,0.369338049990143
6848726,1.05,BTH,FFO,PFH,BTH_FFO_PFH,0.2474855272927299,581.4972943310922,0.28989180723637625
6848768,1.45,PTR,PTR,PTR,PTR_PTR_PTR,0.6863772550353425,1309.5849129338155,0.6573200678465908
6848839,1.41,MLG,PTR,PTR,MLG_PTR_PTR,0.7493877309273674,1431.4563000017174,0.7180205787972155
6848840,3.16,TTH,TTH,TTH,TTH_TTH_TTH,0.3883707291923839,783.6895611958836,0.393038020158096
6848851,1.37,TTH,TTH,TTH,TTH_TTH_TTH,0.29362540886055577,669.6042489143445,0.33587447298948314
6848896,1.76,MLG,MLG,MLG,MLG_MLG_MLG,0.8589581964358249,1683.460119019749,0.8584776714187746
6848907,1.96,PTR,PTR,PTR,PTR_PTR_PTR,0.30987643405329696,735.9800997664819,0.3666097869399136
6848914,1.38,PTR,PTR,PTR,PTR_PTR_PTR,0.8101991728162854,1624.5761715875053,0.8196662451233376
6848923,3.27,PTR,PTR,PTR,PTR_PTR_PTR,0.7777019631403415,1570.8722728957491,0.7925703946738378
6848934,2.94,PTR,PTR,PTR,PTR_PTR_PTR,0.7139269004260773,1436.7507852107187,0.7206763003405109
6848938,1.83,PTR,PTR,PTR,PTR_PTR_PTR,0.440905961750886,863.1308199527563,0.4358802977162038
6848939,1.2,MLG,PTR,PTR,MLG_PTR_PTR,0.7590110145358538,1492.797871660894,0.753923898747396
6848947,5.3,PTR,PTR,PTR,PTR_PTR_PTR,0.6813624628342924,1313.3867707270815,0.666640496716624
6848952,1.04,PTR,PTR,PTR,PTR_PTR_PTR,0.7096167328293707,1459.4442488819293,0.7325389772124454
6848956,1.09,TTH,TTH,TTH,TTH_TTH_TTH,0.2966228734515226,688.0870865257942,0.3472663243078165
6849000,1.33,MCR,LFP,SGH,MCR_LFP_SGH,0.16094954355699784,437.7184399487011,0.21821423909354792
6849004,4.63,MCR,PFH,PFH,MCR_PFH_PFH,0.21967214146659658,511.6624351305864,0.2548232983828423
6849006,1.2,PTR,PTR,PTR,PTR_PTR_PTR,0.45076198100728876,814.750488833078,0.40816709257178
6849012,10.18,MIE,MIE,MIE,MIE_MIE_MIE,0.5649570227897748,1084.4792981213832,0.5432936440485859
6849013,4.31,MIE,PTR,PTR,MIE_PTR_PTR,0.5711389354836852,1142.4613272692845,0.5723410107983833
6849025,1,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.4204732118279195,958.7815136637977,0.482270082744732
6849028,0.46,MLG,SOG,PTR,MLG_SOG_PTR,0.6513433900355425,1358.0168942659177,0.6830867206269722
6849030,0.54,BTH,BTH,BTH,BTH_BTH_BTH,0.3163857858381914,644.8289375076278,0.3243400873928601
6849037,1.63,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.5172882685727695,1114.1303300424693,0.5609097735393529
6849087,4.13,TR8,TRE,TRE,TR8_TRE_TRE,0.7595471625868471,1394.609706419185,0.7002603755303074
6849089,1.77,MIE,MIE,MIE,MIE_MIE_MIE,0.5736219803917796,1075.2587217076757,0.5386743944522965
6849108,1.53,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.5433871956744691,1191.901938967452,0.5994147095599659
6849109,1.15,BTH,BTH,BTH,BTH_BTH_BTH,0.45826724802342456,949.6155722218984,0.4776435729986575
6849110,0.72,BTH,RGA,BTH,BTH_RGA_BTH,0.20293615706583984,495.4020276257523,0.24918040675374606
6849114,3.72,MIE,BTH,BTH,MIE_BTH_BTH,0.2187651814980156,553.774121139503,0.2785501049173217
6849117,1.44,BTP,SOG,BTH,BTP_SOG_BTH,0.15267628097921487,419.36486215723943,0.21095418570194452
6849118,4.32,MIE,BTH,BTH,MIE_BTH_BTH,0.2055164734022289,518.8757889862384,0.2609961353263834
6849139,0.98,TTH,TTH,PTR,TTH_TTH_PTR,0.3820393836870903,871.024376966111,0.4135002615902259
6849151,3.3,TTH,AVP,PTR,TTH_AVP_PTR,0.48084540635505796,979.3245053083846,0.4983137529619495
6849158,1.44,PTR,PTR,PTR,PTR_PTR_PTR,0.63924169724299,1277.7710782689512,0.6501735614569703
6849159,0.64,PTR,PTR,ORH,PTR_PTR_ORH,0.5340920542592046,1179.7639607536246,0.6003041930491346
6849162,2.96,AVP,PTR,PTR,AVP_PTR_PTR,0.5584002162932079,1192.4914060868794,0.6067803518864293
6849170,2.01,PTR,PTR,ORH,PTR_PTR_ORH,0.6317726311450395,1296.376982286474,0.6596408808265617
6849177,1.23,MIS,BTH,LUZ,MIS_BTH_LUZ,0.2680957544368899,650.8979154983149,0.3298630106903924
6849180,5.29,MIE,MIE,MIE,MIE_MIE_MIE,0.5477930052845997,1047.4960617967624,0.5247660822349862
6849190,0.71,LUZ,SOG,GFP,LUZ_SOG_GFP,0.13967498267185638,294.6150956471331,0.14687343062276847
6849198,4.43,BTH,MIE,BTH,BTH_MIE_BTH,0.3410738836273287,775.2800318532392,0.389968266788369
6849203,2.89,BTH,BTH,BTH,BTH_BTH_BTH,0.33825829812401165,739.8934648150731,0.37215623722948715
6849204,1.11,BTH,RGA,BTH,BTH_RGA_BTH,0.26827938001188906,636.3570288365399,0.32007883384337515
6849208,0.78,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.5070469435634243,1106.7382657459304,0.5566741269715603
6849210,3.34,MIE,BTH,BTH,MIE_BTH_BTH,0.26413821677094274,617.7210046475428,0.3107155861674162
6849213,0.97,MIE,BTH,BTH,MIE_BTH_BTH,0.31879819218183453,801.0005950439592,0.4029057900524849
6849215,0.76,PTR,PTR,TTH,PTR_PTR_TTH,0.41837475751446684,910.8742024932116,0.4333070724833283
6849232,1.36,SGH,MLG,PTR,SGH_MLG_PTR,0.33052925173390285,742.1200752380498,0.35302995337043064
6849234,1.15,PTR,PTR,TTH,PTR_PTR_TTH,0.5210082933096379,1115.5155202714504,0.530655894167934
6849246,0.76,PTR,PTR,PTR,PTR_PTR_PTR,0.6586747758066571,1297.364465359536,0.660143345937418
6849248,2.59,PTR,PTR,PTR,PTR_PTR_PTR,0.5969915304447224,1251.5558736657638,0.6368343700861119
6849255,1.6,PTR,PTR,PTR,PTR_PTR_PTR,0.7155048736391117,1417.9355410188518,0.7214940268248865
6849258,1.12,PTR,PTR,PTR,PTR_PTR_PTR,0.6305759616005113,1293.8722358839614,0.6583663803180086
6849260,1.3,PTR,TTH,TTH,PTR_TTH_TTH,0.44339895904285936,1054.6849684115957,0.5366597302047903
6849273,2.2,MC7,LUZ,LUZ,MC7_LUZ_LUZ,0.6761040547023524,1330.3590764708854,0.6632192457491894
6849282,1.13,MC7,BTH,TRE,MC7_BTH_TRE,0.400335617901802,856.5706335225099,0.4270231545326229
6849283,1.34,BTH,BTH,LEC,BTH_BTH_LEC,0.24424371827820018,624.314054734371,0.3127122829611228
6849293,0.69,MIS,BTH,MIS,MIS_BTH_MIS,0.310991363094642,856.6859407176931,0.42948456272026636
6849299,1.48,BTP,MIE,BTH,BTP_MIE_BTH,0.1619560956094458,434.68829833955994,0.2186623732343208
6849304,0.96,BTH,BTH,MIE,BTH_BTH_MIE,0.2617867717047011,594.9825214028765,0.29926802561764754
6849305,1.85,BTH,MIS,BTH,BTH_MIS_BTH,0.31138049506053234,804.9716353326284,0.40376527857826217
6849310,1.11,BTH,BTH,TRN,BTH_BTH_TRN,0.36600487929341546,824.4631953515502,0.41354203941743495
6849327,1.37,PTR,PTR,PTR,PTR_PTR_PTR,0.8377697889463841,1734.5062792795334,0.8234198940678802
6849330,0.81,SGH,MLG,PTR,SGH_MLG_PTR,0.32134241142514625,692.4304893459048,0.3293923874618773
6849336,0.62,PTR,PTR,PTR,PTR_PTR_PTR,0.4010596684224235,890.5214033230455,0.42275605937501926
6849348,1.16,TRN,BTH,BTH,TRN_BTH_BTH,0.2454491180627287,650.9575228732909,0.32651680552945916
6849353,1.07,BTH,TRN,BTH,BTH_TRN_BTH,0.27953916547418595,755.7856806459564,0.37734399679234126
6849357,7.9,MIS,BTH,MIS,MIS_BTH_MIS,0.30090802383532056,758.4059879950923,0.3819267706902911
6849360,1.08,BTH,BTH,PHI,BTH_BTH_PHI,0.3041447569228252,760.8251553444246,0.37933217108062506
6849369,1.8,BTH,MIS,BTH,BTH_MIS_BTH,0.32004746450131794,839.9463951184833,0.42130284217903297
6849375,4.86,BTH,BTH,PHI,BTH_BTH_PHI,0.32751163518352094,749.9921903322615,0.3747331317464009
